Building Id,Compliance Status,Property Name,Street,Zipcode,Year Built,Address Source,Address Type,Master Property Type,Primary Property Type Epa Calculated,Assessor Sector,Government Type,Master Sq Ft,Reporting Year,Energy Star Score,Site Energy Use (Kbtu),Site Eui (Kbtu/Sq Ft),Weather Normalized Site Energy Use,Weather Normalized Site Eui (Kbtu/Sq Ft),Electricity Use Grid Purchase And Onsite (Kwh),Electricity Use - Grid Purchase (Kwh),Electricity Use Onsite Renewable (Kwh),Green Power - Onsite And Offsite (Kwh),Natural Gas Use (Kbtu),District Steam Use (Kbtu),District Chilled Water Use (Kbtu),Total Ghg Emissions (Metric Tons Co2E),Energy Star Certification - Years Certified,Recent Energy Star Certification
4658,In Compliance,Tamarac Plaza 1,7555 E Hampden Ave,80231,1980,Portfolio Manager,Building,Office,Office,Commercial,,128297,2022,70,6864108.2,53.5,6957950.1,54.2,1689196,1689195.4,0,#N/A,1100572.9,0,0,1016.6,"2017, 2013, 2012, 2010, 2002",2017
4660,In Compliance,Denver Se (2820),7777 E Hampden Ave,80231,2013,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,134933,2022,95,6814932.7,50.5,6909777.9,51.2,1522108,1119828,0,#N/A,1621499.9,0,0,881.2,2015,2015
4662,In Compliance,Shadow Wood,7395 E Eastman Ave,80231,1978,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,321318,2022,93,13675688.1,42.6,13790766.4,42.9,1933158,1933157.9,0,#N/A,7079752.4,0,0,1472.6,0,0
4673,Not Submitted,Hampden East Iii Condominium Association,8060 E Girard Avenue,80231,1974,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,201576,,,,,,,,,,#N/A,,,,,,
4684,In Compliance,Retreat At Water'S Edge (Rt087),9999 E Yale Ave,80231,1985,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,195843,2022,63,15482075.2,79.1,15366152.9,78.5,999841.7,999841.6,0,#N/A,12070615.3,0,0,1208.3,0,0
4690,In Compliance,Braman Colorado Imports,2777 S Havana Street,80014,1985,Portfolio Manager,Building,Automobile Dealership,Automobile Dealership,Commercial,,59538,2022,0,6661785.6,111.9,6820710.5,114.6,780417.8,780417.7,0,#N/A,3999000.1,0,0,655.1,0,0
4693,In Compliance,Larry H Miller Dodge Ram Havana,2727 S. Havana Street,80014,1976,Portfolio Manager,Building,Automobile Dealership,Automobile Dealership,Commercial,,41430,2022,0,5177922.8,125,5356024.5,129.3,640071.2,640071.1,0,#N/A,2994000,0,0,522.1,0,0
4695,In Compliance,Americenter I,9725 E. Hampden Avenue,80231,1974,Portfolio Manager,Building,Office,Office,Commercial,,61396,2022,73,4471149,72.8,4588604.1,74.7,496527.5,496527.5,0,#N/A,2776997.1,0,0,429.1,0,0
4698,In Compliance,The Offices @ El Jebel,3443 S. Galena St.,80231,1982,Portfolio Manager,Building,Office,Office,Commercial,,33683,2022,66,2487296.6,73.8,2554010.2,75.8,320720,320720,0,#N/A,1393000,0,0,255.9,0,0
4702,In Compliance,U-Haul Moving & Storage Of North Park Hill (862029),4800 Colorado Blvd,80216,1950,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,84000,2022,0,3503795.7,41.7,3555723.2,42.3,643558.5,643558.4,0,#N/A,1307974,0,0,434.5,0,0
4704,In Compliance,Kennedy Colorado,10200 E. Girard Ave,80231,1983,Portfolio Manager,Building,Office,Office,Commercial,,170064,2022,79,10870157.7,63.9,11036984.9,64.9,1811594,1811593.5,0,#N/A,4688999.9,0,0,1276.6,0,0
4708,In Compliance,Hampden Plaza,10005-10021 E. Hampden Ave.,80231,1975,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,30756,2022,0,3005549.1,97.7,3019536.7,98.2,340774,340774,0,#N/A,1842828,0,0,291.2,0,0
4709,In Compliance,Advenir At French Quarter Llc,3227 South Parker Road,80014,1973,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,297280,2022,95,16683561.9,56.1,17211084.6,57.9,1291553,1291552.5,0,#N/A,12276784.2,0,0,1384.7,0,0
4713,In Compliance,Axis At Nine Mile Station (Xs004),3257 S Parker Rd,80014,1980,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,356956,2022,94,13712057.8,38.4,13740036,38.5,3029577,3029576.2,0,#N/A,3375142.4,0,0,1897.7,0,0
4719,In Compliance,Andante At Nine Mile Station,3310 South Kenton Street,80014,2009,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,188758,2022,79,11405582.1,60.4,11521842.2,61,1105785,1105785.2,0,#N/A,7632642.5,0,0,1032.6,0,0
4725,In Compliance,Fairways Center,10890 E. Dartmouth Ave.,80014-4845,1983,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,64029,2022,0,6997390.7,109.3,7045832.4,110,750061.2,750061.1,0,#N/A,4438181.7,0,0,661.2,0,0
4737,In Compliance,Village Square East,8960 E Hmpden Ave,80231,1971,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,53690,2022,0,4313267.5,80.3,4349713.7,81,465798.5,465798.5,0,#N/A,2723962.9,0,0,408.9,0,0
4738,In Compliance,Denver-Scandinavian Designs,9000 Hampden Ave,80231,1971,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,112728,2022,96,6022690.1,53.4,6143911.2,54.5,760636,309821,0,450815,3427400.1,0,0,357.8,0,0
4739,In Compliance,Trinidad Benham Corp,3650 S. Yosemite Stree,80237,1982,Portfolio Manager,Building,Office,Office,Commercial,,38165,2022,48,4760038.2,124.7,4958501.5,129.9,513199.9,513199.8,0,#N/A,3009000.2,0,0,450.9,0,0
4740,In Compliance,"O'Kane Family Partnership, L.L.L.P.",9101 E. Kenyon Ave.,80237,1985,Portfolio Manager,Building,Office,Office,Commercial,,33309,2022,83,1667620.1,50.1,1721269.4,51.7,224462.2,224462.2,0,#N/A,901755,0,0,175.2,0,0
4741,In Compliance,Yosemite Spe Llc,3600 South Yosemite Street,80237,1974,Portfolio Manager,Building,Office,Office,Commercial,,137417,2022,65,13248243.2,96.4,13769549.3,100.2,1872084,1872083.5,0,#N/A,6860693.6,0,0,1426.3,0,0
4770,Exempt,Cvs 10831,3525 S Tarmarac Dr,80231,2018,Portfolio Manager,Building,Office,Office,Commercial,,27484,,,,,,,,,,#N/A,,,,,,
4772,In Compliance,Tiffany Plaza,7300 East Hampden Avenue,80231,1979,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,141818,2022,0,2540194.3,17.9,2545185,17.9,337461.1,337461.1,0,#N/A,1388777,0,0,265.2,0,0
4773,In Compliance,7800 E Hampden Ave,7800 E Hampden Ave,80231,1979,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,27560,2022,0,2515737.7,91.3,2590952.4,94,238801.5,238801.5,0,#N/A,1700946.9,0,0,225.8,0,0
4778,In Compliance,Bevans Building,6740 E Hampden Ave,80224,1969,Portfolio Manager,Building,Office,Office,Commercial,,27000,2022,57,1105264,40.9,1091794.1,40.4,316673.2,316673.2,0,#N/A,24775,0,0,180.9,0,0
4780,In Compliance,Hampden Building Llc,7200 E Hampden Ave,80224,1980,Assessor Data,Building,Office,Office,Commercial,,30138,2022,42,2314528.6,80.8,2365061.1,82.6,317555.9,317555.8,0,#N/A,1231028,0,0,245.5,0,0
4782,In Compliance,Congregation Hebrew Educational Alliance,3600 S Ivanhoe St,80237-1196,1996,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,40268,2022,39,2579376.5,64.1,2708685.1,67.3,318019.8,318019.8,0,#N/A,1494292.9,0,0,245.5,0,0
4783,In Compliance,Tps Denver Southeast,3699 S. Monaco Pkwy,80237,1998,Portfolio Manager,Building,Hotel,Hotel,Commercial,,73500,2022,86,3298241.8,44.9,3337079.1,45.4,622872.7,622872.7,0,#N/A,1173000,0,0,387.7,0,0
4785,In Compliance,The District,6300 E. Hampden Ave.,80222,2007,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Commercial/Residential Mixed-Use,,342033,2022,66,19042794.8,55.7,19264578.6,56.3,2762835,2762835.1,0,#N/A,9616000.1,0,0,2077.9,0,0
4788,Not Submitted,Continental 6,3635 S Monaco Blvd,80237,2006,Portfolio Manager,Building,Movie Theater,Movie Theater,Commercial,,42180,,,,,,,,,,#N/A,,,,,,
4791,In Compliance,Southmoor Park,5761 E Ithaca Place,80237,1966,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,106278,2022,54,7892865.4,74.3,8203971,77.2,489892.7,489892.6,0,#N/A,6221351.5,0,0,608.3,0,0
4795,In Compliance,Eastmoor,7255 E Quincy Ave,80237,1975,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,78445,2022,87,4676526.7,59.6,4915742.1,62.7,385851.9,385851.9,0,#N/A,3359999.9,0,0,397.3,0,0
4799,In Compliance,Happy Canyon Shopping Center,5002-5082 E Hampden Ave,80222,1961,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,59227,2022,0,2773887.6,46.8,2871511,48.5,388239.7,388239.6,0,#N/A,1449213.9,0,0,297.2,0,0
4800,Exempt,,4950 E Hampden Ave,80222,1961,Assessor Data,Building,Supermarket/Grocery Store,,Commercial,,62670,,,,,,,,,,#N/A,,,,,,
4807,Pending Revisions,Parliament,4369 S. Quebec,80237,1986,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,193725,2022,8,19960940,55.7,19993916.7,55.8,5733373,5733372.5,0,#N/A,398670.6,0,0,3016,0,0
4808,In Compliance,10785 Quincy Place,7200 E. Quincy Ave,80237,1998,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,55098,2022,55,4698973.2,51.9,4772716.5,52.7,874318.6,874318.5,0,#N/A,1715798.1,0,0,547.8,0,0
4809,In Compliance,26409-Denver/Quebec & I25 & I225,4405 South Quebec,80237,2000,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,90825,2022,0,358861,4,362723.1,4,88148,88148,0,#N/A,58100,0,0,49.1,0,0
4811,In Compliance,4350 South Monaco,4340 S. Monaco Street,80237,2002,Portfolio Manager,Building,Office,Office,Commercial,,118267,2022,74,7223219.9,50.1,7246137.6,50.2,1943780,1943779.6,0,#N/A,591043,0,0,1046.7,0,0
4812,In Compliance,4340 South Monaco,4350 S Monaco St,80237,2002,Assessor Data,Building,Office,Office,Commercial,,118267,2022,0,3291000.8,27.8,3376423.2,28.5,911664.6,911664.5,0,#N/A,180401,0,0,485.8,0,0
4825,In Compliance,Bell Denver Tech Center,4380 S Monaco Street,80237,2008,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,358390,2022,81,19538925.7,54.5,19378684,54.1,3028705,3028704.8,0,#N/A,9204983.6,0,0,2206.9,0,0
4826,In Compliance,Iheart Radio,4695 S Monaco St,80237,1988,Portfolio Manager,Building,Office,Office,Commercial,,81288,2022,33,7837571.9,93,7837571.9,93,1314016,1314016.2,0,#N/A,3354148.1,0,0,923.5,0,0
4827,In Compliance,Belleview Suites,4901 South Monaco Street,80237,2011,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,26862,2022,85,3619654.5,57.5,3651762.9,58,684951.5,684951.4,0,#N/A,1282600,0,0,425.9,0,0
4828,In Compliance,Monaco Plaza,4725 S. Monaco Street,80237,2000,Portfolio Manager,Building,Office,Office,Commercial,,57914,2022,59,3326062.3,57.4,3315837.4,57.3,957117,957116.9,0,#N/A,60379,0,0,546.1,0,0
4829,Not Submitted,9627-Denver-Tech Center-North,4885 South Quebec St,80237,1990,Portfolio Manager,Building,Hotel,Hotel,Commercial,,57608,,,,,,,,,,#N/A,,,,,,
4830,Exempt,9627-Denver-Tech Center-North,4885 South Quebec St,80237,1996,Portfolio Manager,Building,Hotel,Hotel,Commercial,,57608,,,,,,,,,,#N/A,,,,,,
4832,In Compliance,Cielo - Greystar,6715 E Union Ave,80237,2009,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,167468,2022,74,12041561,71.9,12078023.7,72.1,1250332,1250332,0,#N/A,7775427.7,0,0,1122.2,0,0
4833,In Compliance,Camden Belleview Station,6515 East Union Avenue,80237,2009,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,278285,2022,58,17956713.6,64.5,18041500.5,64.8,1925880,1925879.6,0,#N/A,11385611.7,0,0,1697.1,0,0
4835,In Compliance,Cierra Crest (Tc99),4500 S Monaco St,80237,1995,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,409416,2022,27,33437901.3,75.3,33933109.8,76.4,3458470,3458469.6,0,#N/A,21637601.4,0,0,2955.8,0,0
4854,In Compliance,Belleview Corporate Plaza Ii - 4900 S. Monaco St,4900 S. Monaco Street,80237,2001,Portfolio Manager,Building,Office,Office,Commercial,,81508,2022,45,6662131.3,81.7,6662131.3,81.7,1939453,1939453,0,#N/A,44716.7,0,0,1102.5,0,0
4855,In Compliance,4601 Dtc,4601 Dtc Boulvard,80237,1982,Portfolio Manager,Building,Office,Office,Commercial,,265414,2022,75,12865874.9,48.5,13201099.5,49.7,3770772,3770771.8,0,#N/A,0,0,0,2138.8,"2018, 2017, 2016, 2015, 2013, 2010",2018
4857,In Compliance,Summitt Ridge Apartment Homes,8330 E Quincy Ave.,80237,1980,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,331480,2022,66,22384204.4,67.5,23713385.4,71.5,1654515,1654514.5,0,#N/A,16739000.1,0,0,1827.6,0,0
4867,In Compliance,8181 East Tufts Avenue,8181 E.Tufts Avenue,80237,2001,Portfolio Manager,Building,Office,Office,Commercial,,192830,2022,86,15973192.6,82.8,16504838.2,85.6,1919752,1919751.4,0,#N/A,9422999.8,0,0,1589.4,"2017, 2016, 2015, 2014, 2012, 2011, 2010, 2009",2017
4868,In Compliance,The Chateau At Stoney Brook,4605 S Yosemite St,80237,1982,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,53922,2022,0,1465717.8,26.7,1532175.6,27.9,164665.8,164665.8,0,#N/A,903878,0,0,141.4,0,0
4869,In Compliance,Stanford One,8055 E. Tufts Ave.,80237,1982,Portfolio Manager,Building,Office,Office,Commercial,,307819,2022,87,13176530.7,42.8,13463030.9,43.7,3672394,3672393.9,0,#N/A,646321,0,0,2117.4,"2019, 2018, 2017, 2015, 2014, 2013, 2012, 2011, 2010, 2009",2019
4872,In Compliance,7979 E. Tufts,7979 E. Tufts Ave.,80237,1982,Portfolio Manager,Building,Office,Office,Commercial,,367361,2022,77,19043548.3,51.8,19351403,52.7,5581345,5581344.1,0,#N/A,0,0,0,2915.4,"2021, 2020, 2019, 2018, 2017, 2016, 2015, 2013, 2012, 2011, 2010, 2008, 2007",2021
4873,In Compliance,Metropoint I,4600 S. Ulster,80237,1986,Portfolio Manager,Building,Office,Office,Commercial,,302540,2022,90,11776264.3,38.9,12106534.6,40,3451426,3451425.2,0,#N/A,0,0,0,1957.7,"2021, 2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008",2021
4875,In Compliance,Cio 7601 Dtc,7601 Technology Way,80237,1997,Portfolio Manager,Building,Office,Office,Commercial,,191528,2022,78,13284022.3,69.4,13595141.8,71,2958472,2958471.3,0,#N/A,3189717.1,0,0,1847.5,"2018, 2017, 2016, 2015, 2014, 2013, 2012, 2007",2018
4876,In Compliance,Oracle Denver 2,7604 Technology Way,80237,1997,Portfolio Manager,Building,Office,Office,Commercial,,186460,2022,48,10256019.8,55,10399413.3,55.8,2457705,2457705.1,0,#N/A,1870328.9,0,0,1383.1,"2017, 2016, 2015, 2014, 2013, 2011",2017
4877,In Compliance,Oracle Denver 3,7700 Technology Way,80237,1998,Portfolio Manager,Building,Office,Office,Commercial,,187103,2022,97,65578129.1,350.5,65658259.1,350.9,18953190,18953191.4,0,#N/A,909832.2,0,0,10798.9,"2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012",2019
4878,In Compliance,Edge Dtc Building E,7500 E. Quincy Ave,80237,1986,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,36720,2022,85,2033952,55.4,2077489.9,56.6,198382.5,198382.5,0,#N/A,1357071,0,0,184.6,0,0
4879,In Compliance,Edge Dtc Building F,7500 E. Quincy Ave,80237,1986,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,25620,2022,80,1475674.8,57.6,1506203.2,58.8,142820.3,142820.3,0,#N/A,988372,0,0,133.5,0,0
4885,In Compliance,Micro Center Shopping Plaza,8000 E. Quincy Ave.,80237,1974,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,98064,2022,0,7180314.3,73.2,7208405.7,73.5,1543295,1543295.3,0,#N/A,1914590.1,0,0,977.1,0,0
4886,Pending Revisions,Hyatt Regency Dtc,7800 E. Tufts Ave,80237,1985,Portfolio Manager,Building,Hotel,0,Commercial,,421000,2022,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0
4888,In Compliance,Denver Corporate Center Iii,7900 East Union Ave,80237,1982,Portfolio Manager,Building,Office,Office,Commercial,,210900,2022,87,10266738.3,48.7,10576433.2,50.1,1934173,1934172.6,0,#N/A,3667340.6,0,0,1291.9,"2018, 2017, 2016, 2015, 2014, 2013, 2012",2018
4889,In Compliance,Hampton Inn & Suites Denver Tech Center,5001 S Ulster St,80237-2802,1999,Portfolio Manager,Building,Hotel,Hotel,Commercial,,74729,2022,94,3967352.6,53.1,3967352.6,53.1,708720,708719.9,0,#N/A,1549200,0,0,484.3,0,0
4890,In Compliance,4600 South Syracuse,4600 South Syracuse,80237,1999,Portfolio Manager,Building,Office,Office,Commercial,,322063,2022,73,18890427.1,55.8,19380018,57.3,4611785,4611784.1,0,#N/A,3155017.7,0,0,2783.5,"2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2009, 2008, 2007, 2006, 2005, 2003, 2002",2019
4892,In Compliance,Denver Tech Co Hgi,7675  E Union Ave,80237,1999,Portfolio Manager,Building,Hotel,Hotel,Commercial,,105764,2022,80,8391688.8,79.3,8538675.7,80.7,1335837,1335836.7,0,#N/A,3833813.4,0,0,961.3,0,0
4895,In Compliance,Denver Tech Center Marriott,4900 South Syracuse,80237,2001,Portfolio Manager,Building,Hotel,Hotel,Commercial,,514079,2022,79,36631540.9,71.3,37939833.3,73.8,5689461,5689460.2,0,#N/A,17219100.3,0,0,4141.8,0,0
4897,In Compliance,"Re/Max, Llc",5075 South Syracuse Street,80237,2007,Portfolio Manager,Building,Office,Mixed Use Property,Commercial,,238324,2022,92,11959624.3,50.1,12480880.8,52.3,2243735,2243734.9,0,#N/A,4303999.8,0,0,1400.6,"2014, 2011, 2009, 2008",2014
4898,In Compliance,Crossroads At Dtc,7595 Technology Way,80237,1999,Portfolio Manager,Building,Office,Office,Commercial,,190865,2022,74,13938836.2,73,14420479.3,75.6,2877938,2877938.1,0,#N/A,4119310.2,0,0,1851.2,"2014, 2013, 2010, 2008, 2007",2014
4900,In Compliance,Belleview Tower,7887 E. Belleview,80111,1982,Portfolio Manager,Building,Office,Office,Commercial,,212999,2022,90,8228535.7,38.6,8228535.7,38.6,2288099,2288098.4,0,#N/A,421543,0,0,1320.2,"2020, 2018, 2017, 2016, 2015, 2014, 2013, 2012",2020
4902,In Compliance,Denver Corporate Center Ii,7800 East Union Ave.,80237,1982,Portfolio Manager,Building,Office,Office,Commercial,,203927,2022,78,11847905.5,58.1,12079881.6,59.2,2327458,2327457.3,0,#N/A,3906620.1,0,0,1527.7,"2018, 2014, 2013, 2012",2018
4907,In Compliance,U.S. Bank Dtc,8401 E Belleview Ave,80237--192,1984,Portfolio Manager,Building,Mixed Use Property,Mixed Use Property,Commercial,,42000,2022,76,4344968.8,103.5,4502768.7,107.2,705443.1,705443,0,#N/A,1937997.1,0,0,471.4,0,0
4909,In Compliance,Carriage Place,4875 Dtc Boulevard,80237,1995,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,25194,2022,61,22539426.6,62.1,23666901.9,65.2,2028427,2028426.9,0,#N/A,15618433,0,0,1889.1,0,0
4930,In Compliance,Penterra Plaza,8100 E. Union Avenue,80237,2003,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,763287,2022,85,43415779.4,56.9,44921711.9,58.9,5134962,5134961.8,0,#N/A,25895287.5,0,0,4288.1,"2021, 2020, 2019, 2018, 2017",2021
4934,In Compliance,Mullen High School - Spirit Center,3601 South Lowell Blvd,80236,2004,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,47595,2022,98,1251105.8,26.3,1261378.8,26.5,276116,276116,0,#N/A,308998,0,0,160.6,0,0
4935,In Compliance,Hutchinson Field House C And G Hall,3601 South Lowell Blvd,80236,1995,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,33228,2022,8,3985416.5,119.9,3985416.5,119.9,292827.5,292827.4,0,#N/A,2986289.2,0,0,311.6,0,0
4938,Not Submitted,Ymca Of Metropolitan Denver-Southwest,5181 W Kenyon Ave,80236,1985,Portfolio Manager,Building,Fitness Center/Health Club/Gym,Other,Institutional,City ? Other,41000,,,,,,,,,,#N/A,,,,,,
4939,In Compliance,63291-Sunrise Of Pinehurst,5195 West Quincy Ave,80236,1998,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,62899,2022,75,5112315.3,81.3,5277712.4,83.9,739600,739599.9,0,#N/A,2588800,0,0,557,2021,2021
4943,In Compliance,24308-Brookdale Pinehurst Park,3790 W Quincy Ave,80236,1999,Assessor Data,Building,Senior Living Community,Senior Living Community,Institutional,,27093,2022,55,2651152.2,97.9,2756298.9,101.7,363673,363673,0,#N/A,1410300,0,0,281.2,0,0
4948,In Compliance,21008-Denver/ W. Hampden,5500 W Hampden S Frontage Rd,80227,1996,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial/Residential Mixed-Use,,68023,2022,0,221644.9,3.3,228360.6,3.4,42012,42012,0,#N/A,78300,0,0,26.1,0,0
4953,In Compliance,Main Clubhouse - Denver Benchmark #4953,6255 W Quincy Ave,80235-3010,1960,Portfolio Manager,Building,Restaurant,Restaurant,Commercial,,67500,2022,0,5331412.9,79,5222622,77.4,1562548,1562547.6,0,#N/A,0,0,0,886.3,0,0
4993,In Compliance,Schomp Nissan,5067 S Wadsworth Blvd,80123,2004,Portfolio Manager,Building,Automobile Dealership,Automobile Dealership,Commercial,,30530,2022,0,4159824.3,103.5,4309423.1,107.2,740705,740704.9,0,#N/A,1632538.8,0,0,473.6,0,0
5009,In Compliance,The Pines At Marston Lake,4801 South Wadsworth Blvd.,80123,1986,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,56976,2022,50,3643025.8,63.9,3727436.8,65.4,356386.6,356386.5,0,#N/A,2427034.9,0,0,331.1,0,0
5021,In Compliance,Autonation Chrysler Dodge Jeep Ram Southwest,7980 W Tufts Avenue,80123,1982,Portfolio Manager,Building,Automobile Dealership,Automobile Dealership,Commercial,,33698,2022,0,4075221,120.9,4267032.5,126.6,675539.6,675539.6,0,#N/A,1770279.8,0,0,477.2,0,0
5022,In Compliance,"Phil Long Ford Of Denver, Llc",7887 W Tufts Ave,80123,1991,Portfolio Manager,Building,Automobile Dealership,Automobile Dealership,Commercial,,132028,2022,0,14159454.8,107.2,14824575.2,112.3,1636210,1636209.3,0,#N/A,8576708,0,0,1383.6,0,0
5023,In Compliance,Habitat For Humanity Restore 5023,7890 W Quincy Ave,80123,1989,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,26383,2022,43,1655148,62.7,1772251.8,67.2,138018.7,138018.7,0,#N/A,1184228.1,0,0,141.2,0,0
5024,In Compliance,Costco #0443 Sw Denver,7900 W Quincy Ave,80123-1350,1991,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,131625,2022,69,23948808.8,181.9,24331039.8,184.9,4238221,4238220.2,0,#N/A,9487999.8,0,0,2907.9,0,0
5025,In Compliance,Walmart Supercenter #1308,7700 W Quincy Ave,80123,2011,Portfolio Manager,Building,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Commercial,,124887,2022,83,9085671.2,72.8,9193745.8,73.6,2068485,2068484.9,0,#N/A,2027999.8,0,0,1281,0,0
5028,In Compliance,5028 Building 3,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28861,2022,91,1140157.4,39.5,1152241.8,39.9,141761.8,141761.8,0,#N/A,656466,0,0,115.3,0,0
5029,In Compliance,5029 Building 4,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28715,2022,92,1104710.4,38.5,1120277.4,39,126718.2,126718.1,0,#N/A,672348,0,0,107.6,0,0
5030,In Compliance,5030 Building 5,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28715,2022,89,1147689.2,40,1159699.5,40.4,134508,134507.9,0,#N/A,688748,0,0,112.9,0,0
5031,In Compliance,5031 Building 6,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28861,2022,91,1115230.8,38.6,1127243.5,39.1,130642.4,130642.4,0,#N/A,669479,0,0,109.7,0,0
5032,In Compliance,5032 Building 7,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28715,2022,0,712702.5,24.8,714035.8,24.9,89588.4,89588.4,0,#N/A,407027,0,0,72.4,0,0
5033,In Compliance,5033 Building 8,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28861,2022,0,733180,25.4,745941.2,25.8,95011.1,95011.1,0,#N/A,409002,0,0,75.6,0,0
5034,In Compliance,5034 Building 9,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28715,2022,87,1241746.4,43.2,1255875.3,43.7,143668,143668,0,#N/A,751551,0,0,121.4,0,0
5035,In Compliance,5035 Building 1,8000 W. Standford Ave,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28715,2022,84,1263627.3,44,1267287.9,44.1,151028.2,151028.2,0,#N/A,748319,0,0,125.4,0,0
5036,In Compliance,5036 Building 2,8000 W. Standford Ave,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28861,2022,91,1167493.1,40.5,1189986.1,41.2,138086.8,138086.8,0,#N/A,696341,0,0,115.3,0,0
5037,In Compliance,5037 Building 3,8000 W. Standford Ave,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28861,2022,94,1090944.4,37.8,1107584.1,38.4,132530,132530,0,#N/A,638752,0,0,109.1,0,0
5038,In Compliance,5038 Building 4,8000 W. Standford Ave,80123,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,28861,2022,93,1102675.9,38.2,1122854.6,38.9,134144.8,134144.7,0,#N/A,644974,0,0,110.3,0,0
5042,In Compliance,4451 S Ammons Building 1,4451 S Ammons St,80123,1993,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,30687,2022,100,1000934.1,32.6,1001804.6,32.6,144271.1,144271.1,0,#N/A,508681.1,0,0,108.9,"2021, 2020, 2019, 2018",2021
