Name,Latitude,Longitude,Type,M,S,E,T,Building ID
"Westrock Cp, Llc.",,,Energy Consumer,-38.091833732004474,1e-08,28103328000000.0,1e-08,1329.0
5000 Dahlia Street,,,Energy Consumer,-3.0189740758416,1e-08,1747944000000.0,1e-08,1330.0
The Diner Group,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,1332.0
5303 E 47Th,,,Energy Consumer,-5.77946406642228,1e-08,3065832000000.0,1e-08,1333.0
5501-85 East 47Th Avenue,,,Energy Consumer,-4.23364998711564,1e-08,2681712000000.0,1e-08,1334.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1335.0
B & B Machine And Grinding,,,Energy Consumer,-0.49056434907624,1e-08,260568000000.0,1e-08,1336.0
4625 Forest St,,,Energy Consumer,-4.416371901312839,1e-08,2169288000000.0,1e-08,1338.0
Univar Solutions,,,Energy Consumer,-2.1298891667720397,1e-08,1155528000000.0,1e-08,1339.0
4675 Holly Street,,,Energy Consumer,-3.60154655312148,1e-08,1888920000000.0,1e-08,1340.0
4747 Holly St,,,Energy Consumer,-1.4250811128429601,1e-08,649440000000.0,1e-08,1341.0
Tuff Shed,,,Energy Consumer,-0.9110420931833999,1e-08,704880000000.0,1e-08,1342.0
4770 Forest St,,,Energy Consumer,-7.707288351648961,1e-08,4569840000000.0,1e-08,1343.0
4744 Forest St,,,Energy Consumer,-10.2232191972942,1e-08,5563008000000.0,1e-08,1344.0
4771 Holly,,,Energy Consumer,-0.91245787229304,1e-08,644688000000.0,1e-08,1345.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1346.0
4605 Holly St.,,,Energy Consumer,-0.66915244992708,1e-08,403920000000.0,1e-08,1347.0
4600 Grape Street,,,Energy Consumer,-1.57728849796584,1e-08,811800000000.0,1e-08,1348.0
Im002137 - 5151 E 46Th Ave,,,Energy Consumer,-2.33930377663812,1e-08,1224432000000.0,1e-08,1349.0
Mcmillan Sales Corp,,,Energy Consumer,-4.6257592907444405,1e-08,2384712000000.0,1e-08,1350.0
4800East48Th,,,Energy Consumer,-6.0741965914268405,1e-08,3120480000000.0,1e-08,1351.0
Safeway Bread Plant,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1352.0
Safeway Milk Plant,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1353.0
4275 Forest,,,Energy Consumer,-2.01856170446568,1e-08,1291752000000.0,1e-08,1355.0
Glencoe,,,Energy Consumer,-1.9095010291159198,1e-08,1117512000000.0,1e-08,1356.0
I-70 Glencoe Forest,,,Energy Consumer,-1.34559533405016,1e-08,967032000000.0,1e-08,1360.0
Nestfresh Eggs,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1361.0
Band-It-Idex,,,Energy Consumer,-12.795970378794118,1e-08,9971280000000.0,1e-08,1362.0
4701 Dahlia Street,,,Energy Consumer,-5.70929854329432,1e-08,5947920000000.0,1e-08,1363.0
Men'S Shelter - 4600 E 48Th Ave,,,Energy Consumer,-5.496310776627721,1e-08,3624984000000.0,1e-08,1364.0
6530 - Denver Dc (Stapleton And Dahlia Campus),,,Energy Consumer,-99.28708423875648,1e-08,78196536000000.0,1e-08,1366.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1369.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1371.0
Women'S Shelter - 4330 E 48Th Ave,,,Energy Consumer,-5.0326088816664,1e-08,2889216000000.0,1e-08,1372.0
Wrimacco,,,Energy Consumer,-1.99759817171592,1e-08,1039896000000.0,1e-08,1373.0
E48 Llc,,,Energy Consumer,-3.0737587874216397,1e-08,1558656000000.0,1e-08,1374.0
Alpine Equipment Company,,,Energy Consumer,-1.2416833300284,1e-08,950400000000.0,1e-08,1375.0
4611 East 46Th Ave,,,Energy Consumer,-14.838969808594802,1e-08,17359848000000.0,1e-08,1377.0
4455,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1378.0
Park Hill 4000,,,Energy Consumer,-4.66767232400448,1e-08,3033360000000.0,1e-08,1388.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1392.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1393.0
Storage Star Denver,,,Energy Consumer,-1.64813474296692,1e-08,1242648000000.0,1e-08,1394.0
Star Industrial Supplies,,,Energy Consumer,-1.3468628778479999,1e-08,693000000000.0,1e-08,1395.0
Furniture Row 4000 Forest,,,Energy Consumer,-1.64776441845132,1e-08,1309176000000.0,1e-08,1396.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1397.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1400.0
Mountain States Building Products Inc.,,,Energy Consumer,-0.64489682718864,1e-08,454608000000.0,1e-08,1402.0
3801 Race Llc,,,Energy Consumer,-1.9399825349499602,1e-08,1064448000000.0,1e-08,1403.0
3999 Holly Street,,,Energy Consumer,-1.6668175620261603,1e-08,1022472000000.0,1e-08,1404.0
Buidings 1-24,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1405.0
Police District #2,,,Energy Consumer,-4.959505556220241,1e-08,4060584000000.0,1e-08,1406.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1408.0
Sal Holding,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1409.0
Denver Warehouse,,,Energy Consumer,-0.30539333431475996,1e-08,212256000000.0,1e-08,1410.0
Publication Printers Corp - North,,,Energy Consumer,-1.1218720601368801,1e-08,760320000000.0,1e-08,1412.0
Vanask,,,Energy Consumer,-2.50229878875432,1e-08,1913472000000.0,1e-08,1414.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1415.0
Wendi Torres,,,Energy Consumer,-20.9938033499796,1e-08,25605360000000.0,1e-08,1417.0
4105 Holly Street,,,Energy Consumer,-2.55617826262956,1e-08,1770120000000.0,1e-08,1418.0
Kimco - Vision Graphics- Eagle:Xm,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1419.0
5180 Smith Road,,,Energy Consumer,-0.54119931597036,1e-08,308088000000.0,1e-08,1420.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1421.0
Kik Building,,,Energy Consumer,-0.7814489808020401,1e-08,436392000000.0,1e-08,1422.0
6501 Stapleton North Drive,,,Energy Consumer,-1.59723611767836,1e-08,1064448000000.0,1e-08,1425.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1426.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1427.0
6500 Stapleton Drive South,,,Energy Consumer,-2.1369059195454,1e-08,1336896000000.0,1e-08,1428.0
National Wood Products,,,Energy Consumer,-4.69788637324392,1e-08,2952576000000.0,1e-08,1429.0
Associated Energy Systems,,,Energy Consumer,-0.9025186155076801,1e-08,486288000000.0,1e-08,1430.0
Airport - 6804 E. 48Th,,,Energy Consumer,-2.0690215321302,1e-08,1298088000000.0,1e-08,1432.0
New Deal Deicing,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1433.0
I-70/270 6900,,,Energy Consumer,-4.70951487955044,1e-08,4544496000000.0,1e-08,1434.0
7005 E 46Th Avenue Drive,,,Energy Consumer,-2.36795317842276,1e-08,2290464000000.0,1e-08,1436.0
Best Inn & Suites,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1437.0
I-70/270 - 6750 E. 46Th,,,Energy Consumer,-4.37257833695136,1e-08,2525688000000.0,1e-08,1438.0
"Quebec Hospitality, Llc",,,Energy Consumer,-3.6348578235802798,1e-08,3222648000000.0,1e-08,1439.0
I-70/270 6606,,,Energy Consumer,-1.36496963654964,1e-08,820512000000.0,1e-08,1441.0
I-70/270 6660-6722 E. 47Th Ave Dr.,,,Energy Consumer,-2.07711285903216,1e-08,1496880000000.0,1e-08,1442.0
7003 E. 47Th Ave Drive,,,Energy Consumer,-3.42021625726068,1e-08,2130480000000.0,1e-08,1446.0
"Aer Sales, L.P.",,,Energy Consumer,-2.38771247071068,1e-08,1341648000000.0,1e-08,1447.0
Equity Associates Llc,,,Energy Consumer,-1.44689027265612,1e-08,884664000000.0,1e-08,1448.0
Univar Usa Inc. Denver,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1449.0
4601-13 Monaco Street,,,Energy Consumer,-2.04662607792012,1e-08,1311552000000.0,1e-08,1450.0
Efi Polymers,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1451.0
National Wood Products-Denver,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1452.0
Holly Building,,,Energy Consumer,-1.9612895938030797,1e-08,1188792000000.0,1e-08,1453.0
Ivy Building,,,Energy Consumer,-1.37795557739112,1e-08,665280000000.0,1e-08,1454.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1455.0
Ivy Properties,,,Energy Consumer,-3.272418477018,1e-08,1776456000000.0,1e-08,1456.0
Crane Carrier Co,,,Energy Consumer,-2.8449758888730003,1e-08,1515888000000.0,1e-08,1458.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1459.0
Holly Street Holdings,,,Energy Consumer,-4.280277747335401,1e-08,3121272000000.0,1e-08,1460.0
Safeway Bottling Plant,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1461.0
John Deere Denver Parts Depot,,,Energy Consumer,-2.49121964989872,1e-08,1798632000000.0,1e-08,1462.0
5855 Stapleton Drive North,,,Energy Consumer,-2.55775409367372,1e-08,1711512000000.0,1e-08,1463.0
5885 Stapleton Drive North,,,Energy Consumer,-2.4038087154609604,1e-08,1374912000000.0,1e-08,1464.0
4570 Ivy Street,,,Energy Consumer,-2.80443442789296,1e-08,2132856000000.0,1e-08,1465.0
Leyden I,,,Energy Consumer,-5.6038576582026,1e-08,3689136000000.0,1e-08,1466.0
Outdoor Systems,,,Energy Consumer,-1.98249895450764,1e-08,1099296000000.0,1e-08,1467.0
Interstate Distribution Center,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1468.0
4350 Kearney St,,,Energy Consumer,-9.951239579337,1e-08,6000192000000.0,1e-08,1469.0
6100 E Stapleton So. Drive,,,Energy Consumer,-3.7066549901936403,1e-08,2056032000000.0,1e-08,1470.0
4355 Monaco,,,Energy Consumer,-0.6257295265978801,1e-08,457776000000.0,1e-08,1471.0
6400 Stapleton,,,Energy Consumer,-2.3017731278238,1e-08,1203840000000.0,1e-08,1472.0
Leyden Ii,,,Energy Consumer,-2.5726120196662796,1e-08,1397880000000.0,1e-08,1473.0
Kearney,,,Energy Consumer,-12.46299957918432,1e-08,6378768000000.0,1e-08,1475.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1476.0
Francisco Studios,,,Energy Consumer,-1.9531116468363605,1e-08,1593504000000.0,1e-08,1477.0
3939 Group Llc,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1478.0
"The Church Of Pentecost, Usa Inc",,,Energy Consumer,-0.23348570338007998,1e-08,291456000000.0,1e-08,1479.0
Tr/Br Llc,,,Energy Consumer,-0.9171673239747601,1e-08,742896000000.0,1e-08,1480.0
Jacobs Point Llc,,,Energy Consumer,-16.180384801346637,1e-08,16654968000000.0,1e-08,1481.0
"Cygnus Home Service, Llc",,,Energy Consumer,-6.88122803288988,1e-08,5738832000000.0,1e-08,1482.0
Catholic Charities Smith Rd.,,,Energy Consumer,-1.18588017327768,1e-08,1351152000000.0,1e-08,1483.0
Southwestcarpenters,,,Energy Consumer,-2.46246991232652,1e-08,1752696000000.0,1e-08,1484.0
Livwell,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1485.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1486.0
5805 E 39Th,,,Energy Consumer,-1.64014575645816,1e-08,635976000000.0,1e-08,1487.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1488.0
Moanco Warehouse,,,Energy Consumer,-3.68326778371956,1e-08,2135232000000.0,1e-08,1489.0
10 Strawberry Street,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1490.0
6363 E. 38 Ave,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1491.0
Altamira,,,Energy Consumer,-2.29698834517224,1e-08,1937232000000.0,1e-08,1492.0
Mov,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1493.0
Hospital Cooperative Laundry,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1494.0
"Stevinson Co, Llc",,,Energy Consumer,-1.0334262216610801,1e-08,662904000000.0,1e-08,1495.0
Furniture Row 6275,,,Energy Consumer,-8.57560702336596,1e-08,10254816000000.0,1e-08,1496.0
4010 - 4040 Holly Street,,,Energy Consumer,-5.48550194301684,1e-08,2628648000000.0,1e-08,1497.0
United Western Denver,,,Energy Consumer,-1.8208309913251197,1e-08,1436688000000.0,1e-08,1499.0
Seattle Fish Company Llc,,,Energy Consumer,-6.891106412967121,1e-08,7615080000000.0,1e-08,1500.0
Furniture Row 3950/6125/6175,,,Energy Consumer,-5.1912987394068,1e-08,3283632000000.0,1e-08,1502.0
Kearney,,,Energy Consumer,-9.276459884861758,1e-08,10295208000000.0,1e-08,1503.0
Tmt Monaco Bldg. 1,,,Energy Consumer,-3.2210565768154797,1e-08,1854072000000.0,1e-08,1504.0
Tmt Monaco Bldg 2,,,Energy Consumer,-1.94059562775912,1e-08,1759032000000.0,1e-08,1507.0
Tmt Monaco Bldg 3,,,Energy Consumer,-2.40503606164044,1e-08,2109888000000.0,1e-08,1508.0
Tmt Monaco Bldg 4,,,Energy Consumer,-1.5526936748520002,1e-08,979704000000.0,1e-08,1509.0
Mediral Int'L Inc.,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1510.0
Princeton Fund Llc,,,Energy Consumer,-1.3071905716712398,1e-08,740520000000.0,1e-08,1511.0
Ministry Outreach Center,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,1512.0
The Crossing,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,1513.0
4200 Kearney Street Llc,,,Energy Consumer,-1.91869172395308,1e-08,1084248000000.0,1e-08,1514.0
4201 Oneida St,,,Energy Consumer,-5.9633375738068795,1e-08,3118896000000.0,1e-08,1515.0
4199 Oneida,,,Energy Consumer,-1.9668385532257202,1e-08,1121472000000.0,1e-08,1516.0
4195 Oneida St,,,Energy Consumer,-4.1212587122478,1e-08,2393424000000.0,1e-08,1517.0
6795 E Sandown Rd,,,Energy Consumer,-8.55862432090056,1e-08,4047120000000.0,1e-08,1518.0
Dh Pace/Ankmar,,,Energy Consumer,-2.09739155519196,1e-08,2217600000000.0,1e-08,1519.0
4250 Oneida Bld A,,,Energy Consumer,-7.901072629317721,1e-08,4413024000000.0,1e-08,1520.0
Mhc Kenworth,,,Energy Consumer,-10.65232887879276,1e-08,10304712000000.0,1e-08,1521.0
Martin Luther King Rec Ctr,,,Energy Consumer,-4.03157307793644,1e-08,2545488000000.0,1e-08,1522.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1523.0
Planned Parenthood Park Hill,,,Energy Consumer,-4.52416840904268,1e-08,3456288000000.0,1e-08,1524.0
301- Renaissance Denver Central Park Hotel,,,Energy Consumer,-26.1945158229774,1e-08,28748808000000.0,1e-08,1525.0
Berridge Manufacturing,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1538.0
Skyline Business Forms / Ennis,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1539.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1540.0
311M9-Denca-Stapleton Courtyard,,,Energy Consumer,-6.05585065162068,1e-08,5254920000000.0,1e-08,1541.0
Compliance Solutions Building,,,Energy Consumer,-1.4383680610471201,1e-08,1123848000000.0,1e-08,1542.0
8000 E 40Th,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1543.0
Doubletree Denver Central Park,,,Energy Consumer,-15.085933108725959,1e-08,12392424000000.0,1e-08,1544.0
Swift Transportation,,,Energy Consumer,-5.820771497767921,1e-08,3432528000000.0,1e-08,1545.0
1532 - Stapleton,,,Energy Consumer,-7.883241134622121,1e-08,5851296000000.0,1e-08,1547.0
Walmart Supercenter #3533,,,Energy Consumer,-21.367597943448,1e-08,21166992000000.0,1e-08,1548.0
3900-3980 Ulster St,,,Energy Consumer,-1.3426729355437201,1e-08,690624000000.0,1e-08,1549.0
Denver Stapleton (2052),,,Energy Consumer,-15.08629974054696,1e-08,13673088000000.0,1e-08,1554.0
8316 Northfield Blvd.,,,Energy Consumer,-2.46480221823588,1e-08,2293632000000.0,1e-08,1556.0
"34 - Denver, Co",,,Energy Consumer,-10.719266248301398,1e-08,11731104000000.0,1e-08,1557.0
,,,Energy Consumer,-5.91803654600412,1e-08,6581520000000.0,1e-08,1558.0
8560 E. 49Th Ave,,,Energy Consumer,-3.39057869040108,1e-08,2981880000000.0,1e-08,1559.0
8210 Northfield Blvd.,,,Energy Consumer,-0.21504850126452002,1e-08,166320000000.0,1e-08,1560.0
8246 Northfield Blvd.,,,Energy Consumer,-2.08745092683432,1e-08,1955448000000.0,1e-08,1561.0
8270 Northfield Blvd.,,,Energy Consumer,-1.4069780468359199,1e-08,1179288000000.0,1e-08,1563.0
Bldg G,,,Energy Consumer,-1.8429279703059602,1e-08,1987920000000.0,1e-08,1564.0
8370 Northfield Blvd.,,,Energy Consumer,-2.19924008147124,1e-08,1914264000000.0,1e-08,1566.0
Den00905 - Stapleton 5,,,Energy Consumer,-15.436023134995802,1e-08,12218184000000.0,1e-08,1573.0
Den00907 - Stapleton 7,,,Energy Consumer,-13.65776690780304,1e-08,8700912000000.0,1e-08,1574.0
Den00914,,,Energy Consumer,-6.829171167563641,1e-08,4517568000000.0,1e-08,1575.0
Arizona Tile Llc - Denver Benchmark Id 1576,,,Energy Consumer,-4.0402610387802,1e-08,2680920000000.0,1e-08,1576.0
Den00909 - Stapleton 9,,,Energy Consumer,-10.210484992718882,1e-08,8713584000000.0,1e-08,1579.0
10075 E 40Th Avenue - Bldg 2,,,Energy Consumer,-5.67547820850852,1e-08,5180472000000.0,1e-08,1580.0
10035 E 40Th Avenue - Bldg 1,,,Energy Consumer,-10.333590990238081,1e-08,9979992000000.0,1e-08,1581.0
3801 N Havana - Bldg 5,,,Energy Consumer,-8.87619457942272,1e-08,8150472000000.0,1e-08,1582.0
Enterprise Business Center 4,,,Energy Consumer,-23.395767617240637,1e-08,26241336000000.0,1e-08,1583.0
"Swire Coca-Cola, Usa - Stapleton",,,Energy Consumer,-10.062806750275682,1e-08,7699824000000.0,1e-08,1585.0
237420,,,Energy Consumer,-5.50066034884428,1e-08,6864264000000.0,1e-08,1587.0
Communications Center - New,,,Energy Consumer,-4.38660646171452,1e-08,5217696000000.0,1e-08,1588.0
Hab Properties Llc,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1589.0
Arie P. Taylor Municipal Center,,,Energy Consumer,-3.65488066875708,1e-08,2758536000000.0,1e-08,1590.0
Den00801,,,Energy Consumer,-12.66224176497744,1e-08,7014744000000.0,1e-08,1591.0
Den00802,,,Energy Consumer,-1.6544544205053602,1e-08,881496000000.0,1e-08,1592.0
Citywide Bank Building,,,Energy Consumer,-6.9534325564704,1e-08,5904360000000.0,1e-08,1595.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1596.0
Wells Fargo Shopping Plaza,,,Energy Consumer,-10.004526639492841,1e-08,7441632000000.0,1e-08,1598.0
"Multi-Tenant Flex, Industrial Building",,,Energy Consumer,-1.2593511856004398,1e-08,776952000000.0,1e-08,1599.0
Thermo Fisher Scientific,,,Energy Consumer,-5.03890766910396,1e-08,3124440000000.0,1e-08,1600.0
Montbello 4 - 4705 Nome,,,Energy Consumer,-2.4405686461594795,1e-08,1233936000000.0,1e-08,1601.0
Moline,,,Energy Consumer,-2.70614386561356,1e-08,1677456000000.0,1e-08,1602.0
Building 1,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1603.0
Mile High 2A - 11775 E. 45Th,,,Energy Consumer,-3.44944477906416,1e-08,2743488000000.0,1e-08,1604.0
Mile High 2 11551 E. 45Th,,,Energy Consumer,-9.235133673526441,1e-08,6257592000000.0,1e-08,1605.0
Lincoln Tech,,,Energy Consumer,-12.07190281241484,1e-08,12569040000000.0,1e-08,1606.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1608.0
Denver 6,,,Energy Consumer,-9.3790924229574,1e-08,7077312000000.0,1e-08,1609.0
Rd Industries,,,Energy Consumer,-0.36625980839544003,1e-08,212256000000.0,1e-08,1610.0
Fashion Carpets Inc.,,,Energy Consumer,-1.68622741989936,1e-08,1132560000000.0,1e-08,1611.0
Whole Fresh Foods,,,Energy Consumer,-2.04285203853336,1e-08,1547568000000.0,1e-08,1612.0
Allied Group,,,Energy Consumer,-3.12680898759528,1e-08,1690128000000.0,1e-08,1613.0
"Intertech Medical, Llc",,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1614.0
Northeast Seafood,,,Energy Consumer,-3.8996894398474806,1e-08,3966336000000.0,1e-08,1615.0
4550 Kingston Street,,,Energy Consumer,-11.4245477056782,1e-08,12156408000000.0,1e-08,1616.0
The Western Group - Colorado,,,Energy Consumer,-2.23979430862404,1e-08,1719432000000.0,1e-08,1617.0
Crlaurence,,,Energy Consumer,-2.15591000303484,1e-08,1243440000000.0,1e-08,1618.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1619.0
"Scott System, Inc",,,Energy Consumer,-2.90073146261616,1e-08,1473120000000.0,1e-08,1620.0
Vintageview,,,Energy Consumer,-2.84639926438296,1e-08,1938816000000.0,1e-08,1621.0
"Pressery, Llc",,,Energy Consumer,-5.381678247148799,1e-08,4763880000000.0,1e-08,1623.0
Warneke Paper Box Company,,,Energy Consumer,-6.230918875978801,1e-08,6469848000000.0,1e-08,1624.0
Swisslog Hq,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1625.0
4721 Ironton Street,,,Energy Consumer,-4.49208248015772,1e-08,2532024000000.0,1e-08,1626.0
Montbello 16 - 4700 Havana,,,Energy Consumer,-2.18397606457824,1e-08,2710224000000.0,1e-08,1627.0
Ice-O-Matic,,,Energy Consumer,-20.03525600683392,1e-08,19362816000000.0,1e-08,1629.0
Food Bank Of The Rockies,,,Energy Consumer,-8.51798009750508,1e-08,7377480000000.0,1e-08,1630.0
Tim Moret,,,Energy Consumer,-13.02919516692432,1e-08,8987616000000.0,1e-08,1631.0
10800 E 45Th Ave,,,Energy Consumer,-16.679638377333358,1e-08,11630520000000.0,1e-08,1633.0
10707 East 40Th Avenue,,,Energy Consumer,-1.27616507916984,1e-08,633600000000.0,1e-08,1634.0
New Centurion Llc,,,Energy Consumer,-2.8209665161116,1e-08,1775664000000.0,1e-08,1635.0
11275 East 40Th Avenue,,,Energy Consumer,-6.9964846277562,1e-08,4789224000000.0,1e-08,1636.0
11075 East 40Th Avenue,,,Energy Consumer,-1.8751785933700797,1e-08,1279080000000.0,1e-08,1637.0
10875 East 40Th Avenue,,,Energy Consumer,-4.44231550750572,1e-08,2258784000000.0,1e-08,1638.0
11000 E 40Th Avenue,,,Energy Consumer,-6.20573121712332,1e-08,3492720000000.0,1e-08,1639.0
"8207-Denver, Co",,,Energy Consumer,-6.100642509590879,1e-08,4118400000000.0,1e-08,1640.0
Stapleton Square,,,Energy Consumer,-3.57230188896732,1e-08,2386296000000.0,1e-08,1642.0
Havana 37 Business Center,,,Energy Consumer,-9.32241177646416,1e-08,5092560000000.0,1e-08,1644.0
Joliet Street Real Estate Llc,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1647.0
Ruder Family Real Estate Llc,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1648.0
Colorado Salt Products,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1649.0
Old Castle Glass,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1650.0
3990 Havana,,,Energy Consumer,-3.19952721774744,1e-08,1907136000000.0,1e-08,1651.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,1653.0
